draw,incremental_qaly,incremental_cost,nmb_50000,nmb_150000
321,0.05495014861684666,10138.86261898827,-7391.355188145937,-1896.3403264612716
322,0.048451797569324384,10416.097338153806,-7993.5074596875875,-3148.3277027551485
323,0.04754763033450615,10791.016587350025,-8413.635070624718,-3658.872037174102
324,0.03496349282835354,11115.875925942662,-9367.701284524985,-5871.352001689632
325,0.043777558571392206,8018.354395690007,-5829.476467120397,-1451.7206099811756
326,0.038629057980458015,9011.580270512222,-7080.127371489321,-3217.2215734435204
327,0.08014546852881566,11719.794875868654,-7712.521449427872,302.0254034536938
328,0.02121464681323104,9089.204432788041,-8028.472092126489,-5907.007410803385
329,0.050213274379526496,9163.629929182593,-6652.966210206268,-1631.6387722536183
330,0.020939110997449717,9952.174058156226,-8905.21850828374,-6811.307408538769
331,0.03499144032612733,11599.387530173743,-9849.815513867376,-6350.6714812546425
332,0.0427918153823974,10043.193860152714,-7903.6030910328445,-3624.4215527931037
333,0.03042473948944391,7510.062796894277,-5988.825822422082,-2946.351873477691
334,0.055688665203010856,9996.309240473043,-7211.8759803225,-1643.0094600214143
335,0.02581800884815877,8020.629472439345,-6729.729030031406,-4147.928145215529
336,0.041557010119376514,8764.417767169345,-6686.567261200519,-2530.866249262868
337,0.038125584993018435,9754.214528148485,-7847.935278497563,-4035.376779195719
338,0.06491001333363755,11299.526001418948,-8054.025334737071,-1563.0240013733146
339,0.04722420460295851,9498.126796603136,-7136.91656645521,-2414.4961061593594
340,0.044559553752549164,9890.363211677593,-7662.385524050135,-3206.430148795219
341,0.02808817539018449,9383.733417079995,-7979.324647570771,-5170.507108552321
342,0.036714596639374264,9616.525168768438,-7780.795336799724,-4109.335672862298
343,0.07641641430451784,8026.342762943288,-4205.522047717396,3436.1193827343886
344,0.02601667747769909,10450.294057529569,-9149.460183644615,-6547.792435874705
345,0.026099226598450542,11308.570675680578,-10003.60934575805,-7393.686685912997
346,0.03100821414907884,12421.432853567423,-10871.02214611348,-7770.200731205598
347,0.033349810404647684,10926.675060666943,-9259.184540434559,-5924.203499969791
348,0.055097070903698864,9291.303739220919,-6536.450194035976,-1026.7431036660892
349,0.03711143695077723,9121.882564626645,-7266.310717087783,-3555.1670220100605
350,0.07582913399662417,7917.572291656143,-4126.115591824934,3456.7978078374817
351,0.03977082326606407,10368.018198635928,-8379.477035332724,-4402.394708726317
352,0.040267170566181676,9936.951377918847,-7923.592849609764,-3896.8757929915955
353,0.0568714122758216,9788.471603813354,-6944.900990022274,-1257.7597624401133
354,0.03850194400491347,9746.539076891147,-7821.441876645475,-3971.247476154127
355,0.046626858944438965,10352.149907522744,-8020.806960300795,-3358.121065856899
356,0.04622429319573129,9150.462900129674,-6839.2482403431095,-2216.8189207699807
357,0.03216490111068637,10111.9386891625,-8503.693633628181,-5287.203522559544
358,0.03628967870253064,9378.562526935577,-7564.078591809045,-3935.1107215559814
359,0.05037637490132951,10228.581850189106,-7709.763105122631,-2672.125614989679
360,0.034508895652766824,10031.258038556407,-8305.813255918067,-4854.9236906413835
361,0.047921435030634285,9960.505022221863,-7564.43327069015,-2772.2897676267203
362,0.051015580115148396,10259.75087438064,-7708.971868623219,-2607.4138571083804
363,0.043172549361766954,8988.07730306537,-6829.449834977024,-2512.194898800328
364,0.02334931806039009,8772.445948826531,-7604.980045807027,-5270.048239768017
365,0.05455931643972889,12139.565707657808,-9411.599885671363,-3955.668241698475
366,0.046074337647951324,8231.728056177268,-5928.0111737797015,-1320.577408984569
367,0.048637417140373174,11244.104410396081,-8812.233553377422,-3948.491839340105
368,0.03991099596065695,8965.821542968359,-6970.271744935511,-2979.1721488698167
